Sentence,Perplexity,Min Prob,Label
"After they release from the prison , the movement of their whole life is controlled and known by the government .
",60.38763046264648,12093.921875,0
"They feel stressful under the control of government and it may lead to the ways that we do not desire and imagine .
",90.94369506835938,246620.625,0
"Furthermore , some of parents hold the positive views to surveillance technology and agree to implant the RFID into their children 's body .
",82.54856872558594,380672.3125,0
"Their opinion is based on the children safety protection and parents ' guardian .
",253.8690185546875,361432.84375,0
"Children can be easily found if they are lost or abducted by other people .
",26.70350456237793,1794.86962890625,0
"However , there are both sides of stories .
",80.65556335449219,107979.8359375,0
"This technology leads to a problem which is same with the prisoner issue that is the human privacy .
",126.66116333007812,109019.9453125,0
"Children are given birth by their parents ; parents are responsible to take good care of them .
",26.168067932128903,20870.17578125,0
"Although the initial function of implementation of RFID is good for the children , however children also have the human rights and privacy which is endanger under this technology .
",77.76608276367188,162624.171875,0
"Besides tags into human body , there is also the issue of implant into products .
",198.1204376220703,876258.5,0
"Recently , many of cell phone are equipped with GPS which means that they can find the device 's location if it is lost .
",36.230106353759766,291347.09375,0
"It is also the advance of surveillance technology .
",70.02826690673828,157376.796875,0
"Children can easily be track based on the location of cell phone by parents .
",69.18130493164062,166784.671875,0
"Compared to the human implant , tags on the products is better and more suitable .
",121.11309814453124,92681.5703125,0
"Under the products tags , children are given a significant free space as compared to the congested control by human implant .
",238.2847442626953,1223494.25,0
"Parents also can ensure the safety of children as well as do not endanger their privacy .
",35.338130950927734,3000.621337890625,0
"It is the ways that can "" using one stone to kill two birds "" .
",123.32575988769533,2029450.0,0
"In conclusion , based on the advantages and disadvantages discussed , I agree that surveillance technology should not be used to track people .
",28.25033950805664,20455.017578125,1
"However , to a certain extent , I agree to implant RFID tags on products to protect the safety of children .
",53.51169967651367,825770.4375,0
"As world pace becomes faster and faster , the need for maximum efficiency becomes stronger and stronger in every field .
",44.41499328613281,207575.203125,0
"To know where a certain item locates becomes one of the ways to improve efficiency .
",59.005859375,23575.216796875,0
"For example , UPS can track the process of each delivery .
",68.16813659667969,147746.125,0
"With the information about the location of the cargo , it is much easier to prevent unexpected loss and come up with more efficient plans to save the energy and resources of the company .
",30.01053810119629,5925.68603515625,0
"RFID is one of the advanced technology for tracking .
",43.51082229614258,16082.2958984375,0
"Due to the small size of the equipment and the energy-saving feature , it becomes more and more popular in industries and logistics .
",30.36698532104492,8032.0087890625,0
"However , it is not a reasonable idea to use RFID to track people by human implants or RFID tags on daily products like watch or clothes , it did provide convenience in a certain situation .
",66.81599426269531,107979.8359375,0
"The biggest difference between human and animals or any other objects is that we have self-esteem or we need the basic respect from our peer .
",57.280609130859375,15671.623046875,0
"One of the basic rights of human is the right for privacy .
",36.92926406860352,13165.5546875,0
"In any period of time , as long as we do not offense others , we should enjoy the right of privacy .
",32.875736236572266,662180.625,0
"However , the idea of using RFID to track people violates our need for privacy .
",45.10771179199219,107979.8359375,0
"Since RFID tags attached to the product can remain functional for a long period of time , it could be misused for surveillance purposed which are not related to the industries production or supply activities .
",41.52316284179688,394723.78125,0
"For example , a consumer buys a product with RFID from a supermarket .
",47.22967529296875,14726.396484375,1
"As the RFID is embedded within the product , people who have the access to the information definitely can track him .
",49.28975677490234,36451.66015625,1
"However , the consumer may not be aware of the function of the tag , so this action could reveal the sensitive information of the consumers like home address , working address to someone who is not authorized to get the information .
",31.373979568481445,107979.8359375,0
"If this piece of information is misused , chances are high that the consumer would suffer loss like financial loss or even cause danger to the life of the consumer .
",28.13981819152832,7150.994140625,0
"Moreover , if the product is what one needs to use every day like clothes or shoes , then the location of one will be revealed every seconds .
",63.121864318847656,249067.671875,0
"This is just like there is an invisible stalker behind you .
",38.66621780395508,5061.21435546875,1
"It is not only scary but also illegal .
",37.59126281738281,22869.568359375,1
"Although someone would say the information is secured very well and will not be released or misused by any purpose , it is still not appropriate .
",46.70100402832031,10394.013671875,0
"We can think about this scenario : the location of us going on daily life will be sent to a computer to be processed and stored every second .
",55.59912872314453,15260.9833984375,0
"Does this sound reasonable to you ?
",16.18354606628418,1253.2474365234375,1
"As what we have mentioned above , as human being , we should enjoy our privacy during our life as long as we do not cause harm to others .
",23.02247810363769,1671.9241943359375,0
"However , RFID will violate our right of privacy during our shopping activities .
",109.64830017089844,128072.421875,0
"Therefore , RFID should not be used to track people no matter through human implants or tags on products .
",85.50016021728516,1524879.25,0
"Does the society need surveillance or not ?
",85.9496841430664,10751.7470703125,0
"With the developing of modern society , more and more new technology appears and people 's life qualities rise because of the new inventions .
",73.85093688964844,29730.8671875,0
"Some good examples such as the Internet , computers and satellites are now quite common for humans ' normal life ; however , some problems also emerge , with a concern of the loss of the privacy of civilians .
",65.39037322998047,11275.625,0
"In the modern society privacy is a hot topic in peoples ' mind .
",88.38407897949219,244141.515625,0
"Even if the safety is the most important thing to consider in normal life , many people still want to keep their privacy in spite of existing some potential danger .
",41.54172897338867,47712.890625,0
"The contradiction of the safety and the privacy can not be reconciled perfectly .
",88.83816528320312,50109.1328125,0
"With the installing of the surveillances for every corner of Singapore , people 's life has a safe security , and criminals are deterred by these electrical instruments .
",101.59812927246094,2210620.25,0
"A report shows that the crime rate in Singapore is the lowest in the world .
",14.413908004760742,1881.582275390625,1
"This is because of two reasons , one is the strict law in Singapore , and the other is the dense surveillances everywhere .
",37.11629486083984,1401936.625,0
"During the year 2003 , surveillance strategies helped Singapore beat the SARS and successfully prevented the spreading of the epidemic situation .
",146.44493103027344,91792.6953125,0
"At that time , Singapore government adopted the method to install surveillances in every patient 's home to look after their actions .
",98.40055847167967,353241.125,0
"Much media has reported the effective measures of installing the surveillances in Singapore .
",127.49732208251952,99737.0078125,0
"Without the using of the surveillance , the epidemic situation could not be controlled strictly , and the loss caused by SARS might be many times than that in 2003 in Singapore .
",58.09900665283203,25316.88671875,0
"The benefits of the surveillance are obvious in the fighting of SARS , and this is a success example of the surveillance .
",61.88616180419922,8873.6396484375,0
"Every coin has its two sides .
",67.0247802734375,15062.21484375,0
"In one way the surveillance help government guard civilians ' property and life , in the other way the surveillance makes people feel uncomfortable under the 24 hours ' monitoring .
",126.02305603027344,1339658.625,0
"In the novel 1984 , written by George Orwell , author imagines a world in which people are being watched by the big brother when they doing everything .
",41.21784591674805,879136.25,0
"Every words people say can be heard by the government and because of that , government know well about everyone 's mind and want to wash everyone 's mind and control normal people totally .
",61.5019645690918,112343.7109375,0
"It is a country without any freedom and democracy in the novel .
",62.11750030517578,58154.72265625,1
"In the reality , people are afraid of being tracking everywhere , not because of meaning to crime , but the spirit of freedom and privacy is in everyone 's heart .
",64.0526351928711,1136994.75,0
"When a husband is talking a sweet sentence to his wife , none of the couple want it to be heard by the people behind the monitors .
",37.40983581542969,3897.859130859375,0
"Normal people 's privacy needs government seriously considered about .
",757.943603515625,285899.21875,0
"People needs a safe environment to live in , and also needs a private environment to stay independent .
",43.217960357666016,4061.885009765625,0
"The surveillance is a useful method to keep society 's safe , but also kills the privacy of people in some degree .
",70.12898254394531,20801.521484375,0
"The best way to solve the contradiction is to educate people well and make them live an affluent life , and then the surveillance is no more needed .
",47.59995651245117,106283.765625,0
"At that time , even if there is no surveillance above people 's heads , there are surveillances in everyone 's heart and criminals are more difficult to hide .
",41.81304550170898,1027543.8125,0
"Nowadays , humans live in a modern society .
",48.65549087524414,4899.302734375,1
"Around people , there are full of high technology like CCTVs , automatically sorting system for goods and different information systems .
",138.89572143554688,30097.794921875,0
"In order to bring more benefit and ensure people 's safety , surveillance technology has been utilized in many aspects of fields like in UPs and DHL , these express delivery companies use surveillance technology to track their goods .
",96.69297790527344,490745.78125,0
"It is convenient for customs to track and confirm where and how their goods are now .
",69.3135757446289,41668.9375,0
"However , besides tracking goods for people , people begin to use this technology to track people .
",113.8780746459961,107979.8359375,0
"I do not agree this kind of behavior , because humans are different from goods , can not treat humans as goods .
",59.58672332763672,194110.28125,0
"There is no a doubt , tracking system has brought many benefits in this information age .
",131.13912963867188,437348.8125,0
"No matter where people go , taking bus or MRT , people are under the CCTVs , it is very important and useful to track and find people .
",59.81440734863281,19885.197265625,0
"Actually , tracking system has provided people safety indemnification .
",680.684814453125,3294414.75,0
"However , tracking people are difficult and different from goods .
",287.9249267578125,107979.8359375,0
"For instance , a company has over two hundred employees scattered over different locations in Singapore , and is currently keeping tracking of working hours and overtime payments through the use of a punch card system-a system which can be open to abuses such as an employee punching the card for another .
",44.14982986450195,36831.6015625,0
"Goods are dead , but humans are alive .
",53.60258865356445,7303.6162109375,1
"If one company really uses this technology to track their employees , employees will dislike and claim that their humans ' right and privacy have been violated .
",85.0479965209961,70449.46875,0
"In another a word , people will feel that the boss or the company treats them like goods , because modern people need more homage not money .
",128.2860870361328,961684.4375,0
"So , when employees begin to conflict with this tracking system , they will find some ways to escape the tracking system like asking friends to help them to punch the cards .
",61.71730041503906,73734.71875,0
"Finally , the company tracking system has no meaning at all , therefore tracking system is very terrible measure to control people .
",118.61847686767578,203254.21875,0
"In addition , tracking people system may be used by bad people in a wrong way .
",92.51844787597656,229929.640625,0
"How to explain this problem , it means that people are not sure who are in charge of these tracking system .
",46.47322082519531,25170.94921875,0
"For example , people go somewhere , no matter taking bus , MRT or driving , they are under the CCTVs .
",86.45881652832031,246604.40625,0
"If some bad people want to track someone for their personal purposes , by hacker technology , they can use government tracking system to do their own business .
",72.61603546142578,43555.41796875,0
"In other words , government originally hopes to use tracking system to ensure citizens safety , now it has been divulged human information .
",161.45680236816406,82135.9921875,0
"It is very dangerous for society , because people do not know who are tracking them , it must bring citizens trepidation .
",61.78953170776367,240018.8125,0
"In conclusion , what I have mentioned above , we have to agree , tracking system has many benefits in different parts in humans life especially in this modern world .
",65.02608489990234,317464.21875,0
"But tracking people is very terrible choice , it sounds like people invented a 'prison ' to jail themselves , people need homage and freedom .
",321.86395263671875,18684594.0,0
"Also tracking people is very dangerous if it has been controlled by bad men in a not good purpose .
",106.75724029541016,95019.71875,0
"So Surveillance technology should not be used to track people .
",62.322513580322266,29930824.0,0
"Surveillance technology : A prospering technology
",74.11004638671875,3230725.75,1
"Radio-frequency identification is a technology which uses a wireless non-contact system to scan and transfer the data from a tag attached to people or products with radio-frequency electromagnetic field .
",33.889835357666016,25654.96875,0
"After this , it can automatically get the identification and tracking .
",159.45291137695312,27960.6640625,0
"Nowadays , this technology has been used in many kinds of fields , such as transportation and logistics , transportation payment , product tracking and inventory systems , some institutions and so on .
",38.31988143920898,21576.83984375,0
"More interestingly , this technology is being used in human identification , even planting the chip into human body .
",90.52146911621094,339015.4375,0
"This fact becomes very controversial among people and the possibility of personal information releasing without knowing also brings the public 's concern .
",168.744384765625,19924.775390625,0
"In some fields , Surveillance technology did have brought us tremendous benefit and advantage .
",353.4057006835937,8845627.0,0
"Logistics and transportation are major areas of utilization for RFID technology .
",47.02260208129883,15894.447265625,1
"In the transportation , almost all of the people have transport cards for daily transport .
",73.9974365234375,69842.4609375,0
"Since we do not to bring cash to pay for the transportation fee , enormous time has been saved for everybody .
",108.28609466552734,1447239.25,0
"For the society , there will be a more efficient transportation system .
",41.27659606933594,55322.1640625,0
"For the logistics , if all the products are attached to the tags , it is much easier to count and record all the products .
",32.49961853027344,90338.046875,0
"This will make the logistic process more effective and also prevent the occurrence of product lost because of the tracking .
",57.68121719360352,10647.6572265625,0
"Since the inventory management is very important for some kind of companies , this technology is playing a very significant role .
",48.51426315307617,84678.3203125,0
"The super markets are also using this technology to tag their product , which can record the conditions of all of the products in time and prevent of stealing .
",93.6523895263672,42179.78515625,0
"When checking out , the price tag will be scanned to get the total payment very quickly .
",63.38003540039063,90932.46875,1
"This will save the customers time and also improve the profit of the market .
",35.246761322021484,2648.5302734375,0
"The libraries also use this technology to identify the membership of the people entering , which ensures the security and the member itself will also conserve their information made in this library .
",135.46469116210938,150225.4375,0
"Both the library and museum apply this technology to avoid some belongings being taken out illegally .
",189.8961944580078,3109988.25,1
"In some kindergartens , the RFID is used to tab the children to keep a record of their attendance and whereabouts .
",32.84026336669922,1093770.875,0
"On the condition that the kindergarten students are very young and they do not have a very sound self-conscious , this system can prevent them from lost .
",57.62590408325195,287857.53125,0
"All in all , the RFID system is used to catch the information of the object and track .
",56.55146026611328,47479.21484375,0
"This function can be used in many aspects .
",37.05776977539063,12853.033203125,1
"By RFID , the customer who is potential to buy a very expensive luxury will be less reluctant to consider what if it lost , because the RFID can help them get it back .
",62.05569076538086,209459.96875,0
"This will inversely improve the sale of the shop .
",97.08415985107422,6032.06396484375,0
"Although in many respects , this technology can be used in positive and evidently beneficial ways , in some area it is so controversial .
",73.67191314697266,585673.375,0
"The most controversial part may be the human identification .
",97.06253814697266,14733.6591796875,0
"It probably can be divided into several types .
",52.05668640136719,4702.43310546875,1
"The first type is just say the ID card which is carried externally by the person .
",88.93069458007812,10618.361328125,1
"By using this card , our identities can be confirmed and the information in a certain institution can be kept .
",78.28875732421875,23094.01953125,0
"However , this will raise a privacy protection issue .
",89.57234191894531,107979.8359375,1
"How can it be guaranteed that our information will not be abused ?
",19.02461624145508,4166.462890625,1
"Maybe this part can be resolved by using another technology .
",60.50718688964844,2126.1728515625,1
"For example , the ID card can be implanted into a switch which can be controlled by the owner .
",35.46409606933594,39742.84765625,1
"When not using it , just switch off the card , then it will be just a useless paper .
",46.58447265625,1796.382568359375,0
"Another human identification is Implanting RFID chips into human body .
",103.1631317138672,1783313.875,1
"For this part , not only the privacy problem is concerned , but the human health .
",83.0528335571289,29128.693359375,0
"Does the implanting chip definitely safe and feasible ?
",267.0914611816406,77328.7578125,0
"Will it affect the normal functionality of the other organs ?
",42.76728820800781,10490.87109375,1
"All of these problems are waiting to be resolved .
",20.59086036682129,14156.728515625,1
"In solution , surveillance technology has been used in a much broader area .
",91.35838317871094,1243874.875,0
"Some have been widely accepted by the public but some are not .
",30.401351928710938,3262.8798828125,1
"Actually , this technology is very useful and should be definitely go on be used .
",66.93899536132812,11370.109375,0
"What should be concerned is how it can be applied in the right area in a right way .
",33.59990692138672,9703.357421875,0
"If there are some controversy , how it can be improved .
",51.661746978759766,16451.185546875,0
"Only if it be made use in a wise and sensible approach and be adjusted and refined very profoundly , can it bring us the maximized benefit .
",119.04617309570312,71984.4921875,0
"Surveillance technology should be used to track people .
",18.75350570678711,18943.904296875,1
"The technology is necessary because it can provide evidence in crime investigation and social issues and decrease the illegal actions effectively .
",157.6885223388672,201143.703125,0
"Firstly , surveillance technology is useful in crime investigation and public issues .
",138.30282592773438,619109.625,1
"It can provide an objective view of what happened .
",41.341915130615234,3725.145751953125,1
"It records the history which nobody can deny .
",192.68125915527344,138105.671875,0
"In crime investigation , the truth of evidence is necessary , which can only be made by photos , videos or small tracks .
",105.19583892822266,54093.0703125,0
"In supermarket monitor is needed because we have to track thieves .
",407.1790771484375,1879443.875,0
"In front of ATM we need monitor to avoid intentional crime .
",432.2417297363281,961220.4375,0
"We need CCTV in every public corner to track suspicious .
",164.02134704589844,290830.21875,0
"Only in this way can we get evidence of bad movement to protect others .
",81.12521362304688,22152.357421875,0
"The objective truth in CCTV is helpful and efficient in crime investigation , better than asking witness again and again to identify who is the liar .
",102.09298706054688,333709.1875,0
"Secondly , surveillance technology can decrease the illegal actions effectively .
",275.0455322265625,132367.171875,0
"Imagine there are no CCTV in public .
",145.0485382080078,22408.84375,0
"People will act as if there is no supervision .
",40.18051910400391,16609.712890625,1
"No evidence is recorded .
",109.96733856201172,9740.52734375,1
"Cheating can be very popular in examination and stealing will seldom incur punishment .
",190.4904937744141,726017.8125,0
"In a Chinese kindergarten , Children were always abused by a teacher but no one else knows that .
",93.0780792236328,23882.49609375,0
"Children told their parents .
",67.57723236083984,37143.91796875,0
"Some parents were too busy to take care of children while other parents did not believe what children said .
",39.85808944702149,3131.72509765625,0
"The headmaster did not know how the teacher really is and she did not fire her even when some children were afraid of entering the teacher 's class .
",53.53330612182617,71359.0859375,0
"After so many children were abused , people came to know the truth .
",44.267574310302734,3749.378173828125,0
"Shadow was made on children 's heart and there is nothing we can do to make up for it .
",34.850669860839844,49021.79296875,0
"Now people suggest that every classroom in every kindergarten should have a monitor , otherwise the teachers ' action can not be supervised .
",104.5507354736328,16161.6328125,0
"If there had been a monitor in the classroom , maybe parents and headmaster could realize earlier how severe and how bad the truth was and children could get protection earlier .
",80.949462890625,95509.3125,0
"People may say that surveillance technology will be abused intentionally by authorized people .
",137.59158325195312,33071.3828125,1
"It really happened in China .
",85.85174560546875,457.7554931640625,1
"In a car accident related to an official 's relative , the record was modified with a new record .
",92.91909790039062,229415.359375,0
"The person in the record had been changed with another one before it was released to the public .
",38.48868942260742,4976.4931640625,1
"The modification was so obvious that people can easily recognize .
",79.95530700683594,70042.5,0
"In China , things like that will happen because the legal system is not sound enough .
",47.79957580566406,2341.170166015625,1
"Power is concentrated in a few people .
",34.22055435180664,5744.615234375,1
"The problem of abuse of surveillance is only the problem of abuse of power .
",33.57752227783203,1918.14794921875,0
"Avoiding corruption and separating power is more important than forbidding surveillance technology .
",83.8384017944336,220446.140625,0
"In conclusion , surveillance technology is necessary in many public places in my opinion because we need it in crime investigation and social issues .
",65.12379455566406,49757.03125,0
"There is a truth that we can not deny which is that surveillance technology can provide a sense of safety because sometimes machine is more honest than people .
",51.87343215942383,188983.6875,0
"We have to admit that how to prevent the abuse and how to use it reasonably depend on a sound legal system , and it means surveillance has its own restriction .
",84.29618835449219,91901.3125,0
"Surveillance technology such as RFID ( radio-frequency identification ) has been made possible to track people by implanting certain markers on people or products .
",26.17877197265625,13666.89453125,0
"This is more than convenient for the authority to take better control of the society down to every individual .
",59.06024169921875,12550.02734375,0
"However , with respect of civil rights and privacy , surveillance technology such as RFID ( radio-frequency identification ) shall not be used to track people .
",32.54106140136719,107979.8359375,0
"In the first place , every civilized person more or less dislikes the idea that he or she is being close watched every second .
",36.78763961791992,93482.1015625,0
"By law , citizens have the rights to keep their privacy unknow to public , whereas the privacy would be exposed if such surveillance technology is applied widely .
",89.3154525756836,3560512.25,0
"Many pupils in China have been complaining about their phones , because with the phones at hands , their lives are all transparent to their parents .
",84.70100402832031,69512.0078125,0
"Such technology would put people into the same circumstance as those pupils where the government plays the role of parents trying to find out whatever people are doing every second .
",90.22985076904295,746676.25,0
"If pupils feel uncomfortable being watched by parents , citizens definitely are unhappy being watched by the big brother .
",124.48014831542967,1197132.25,0
"Close surveillance is not only a problem of bad feelings , but also a problem of the health of the society .
",31.578920364379883,361635.25,0
"Some people may claim that it is good for security as when every one is under tracking , those poteintial criminals also are .
",167.43112182617188,131270.09375,0
"By logic it seems perfectly right .
",172.81500244140625,37510.1484375,0
"However , whether a behavior is a crime is dependent on the authority .
",69.6424560546875,107979.8359375,0
"When the authority treats liberty as a crime , the society becomes terrible .
",113.61306762695312,37043.203125,0
"It has been doubted that whether a society that is under close surveillance will be a good one to live in .
",32.880615234375,31938.171875,0
"Many science fictions have made good efforts in describing a future of human in which every body in society is put under close surveilliance of the governments .
",93.59684753417967,9450.8603515625,0
"Surprisingly , none of these are describing the future as a bright one .
",38.332557678222656,23692.1015625,0
"In history , there were times when the government wants to secure its gorvernance so badly that its police sniffed around people like dogs , such as the Nazi Germany , the Soveit Union .
",130.6993408203125,2893844.75,0
"People nowadays would agree that it is terrible to live in those societies .
",65.84375,125517.453125,1
"Then why would they agree to put themselves into those societies ?
",77.19608306884766,48587.125,1
"A worse thing is that one may not even be aware of that he or she is being tracked .
",23.58942031860352,60061.4921875,0
"If such thing does happen , then the society would be moving on a dangerous direction without being noticed .
",78.93172454833984,3740.12158203125,0
"Imagine that one day , one is suddenly arrested from his normal life by the police and tolded that he is accused of posting anti-society statements on the Internet .
",28.64523696899414,299189.46875,0
"And all the evidences have been collected by hidden surveillance when he though he was expressing his opinion in the safe house !
",100.8181610107422,203572.1875,0
"In summery , surveillance technology shall not be used to track people in order to keep the society comfortable and safe to live in .
",63.29734420776367,451314.375,0
"What should really be put into close surveillance is the government .
",129.06625366210938,92747.96875,0
"People must make sure that the government is not abusing its power in ways including tracking people .
",34.09461975097656,12350.42578125,0
"There is one thing is common in the world described in many fiction - chips are implanted in human and records its location , history and even thoughts at that time .
",131.8053436279297,627179.1875,0
"The readers are just smiling when they flip the page because it never comes to their mind that one day it might come true .
",44.496490478515625,15904.3330078125,0
"However , the world is always beyond our imagination and never let us down .
",67.79570770263672,107979.8359375,0
"Actually , this technology has already been weaved into our life .
",45.48903274536133,13179.2978515625,1
"We benefit from Surveillance technology for many years and in many ways .
",84.42097473144531,1736612.5,0
"Travelers survive in desert thanks to GPS guide them .
",300.3534240722656,79891.859375,0
"The police seize the criminal thanks to CCTV .
",229.0670623779297,50394.375,0
"Having power can help people to achieve lots of things ; however , abusing will guide us to another direction .
",135.98287963867188,84922.2265625,0
"Tracking people is one way of abuse technology and in fact , it happened every day .
",102.41156768798828,67896.3203125,0
"Although we are not implanted chips we are exposed under CCTV .
",166.3651885986328,164986.109375,0
"It is a common questioned asked by lots of people that as the technology develops and we benefit from it , we are losing our privacy .
",38.49484634399414,2788315.25,0
"We can not deny that Surveillance technology is a great achievement that securing us and protect us from criminal but we also can not ignore the lease of our privacy and even limit our freedom .
",69.72908020019531,4448535.5,0
"My life now is exposed to lots of CCTV .
",88.71311950683594,73156.5859375,0
"Every day when I opened my door and go to lady 's through the corridor , I was recorded by 3 CCTV .
",88.22533416748047,3393620.5,0
"I need to dress up neatly in case one day someone checks the CCTV will find a girl in weird clothing .
",134.50062561035156,25226.60546875,0
"When I work , it seems I am holding my heart working since if I am doing something wrong or relax in working time .
",88.21498107910156,21482.802734375,0
"Next minute , I may have a tea with my manager .
",89.16069793701172,11560.9326171875,0
"Such a nightmare owes to abuse of Surveillance technology .
",375.9905700683594,1319230.125,0
"Although we all understand the installing of CCTV is used for protect us from criminal , nowadays , it seems to be abused too much .
",83.65937805175781,17760200.0,0
"According to article Lawful Interception , in US , every telecommunication companies have contract with FBI , requiring them to keep the phone call record easily searchable and accessible for FBI .
",47.19086456298828,57975.8046875,0
"Moreover , as showed in many Hollywood movies , Google mail is also accessible for FBI .
",212.4943389892578,249067.671875,0
"There are so many people in FBI , although it is under strict rule , and we can not think ideally there will not be any one abuse its power and access those resources for private purpose and lease them out .
",88.86692810058594,914701.1875,0
"Leasing of private information , even though it only happened one time , but one is too many for an individual .
",57.458587646484375,3752.48291015625,0
"Moreover , the money spend on telephone call record is $ 1.8 million per year .
",71.75830078125,249067.671875,0
""" The Big Brother is watching you "" ( Orwell , < 1984 > ) , the fictional world described in George Orwell 's novel now turns out to be true .
",56.97782516479492,942218.9375,0
"There is only one thing different .
",38.087799072265625,5252.0703125,1
"Our life is not only exposed to big brother .
",101.08522033691406,14444.55078125,0
"Instead , owing to CCTV , telephone and other RFID , we are becoming characters in a play watched by someone , but we seldom notice it , that is why it is horrible to our life .
",105.16363525390624,803886.0,0
"As the fast growing of electrical technology , people have been trying to adopt more and more advanced technology into our life to make full use of it .
",45.452335357666016,34727.328125,0
"Many advantages have been shown in the areas like politics .
",126.35309600830078,11601.2001953125,1
"Because of the surveillance technology , more and more things are under track and more and more clues can be used .
",44.296817779541016,17916.1015625,0
"However , disadvantages have also been gradually disappeared as with the fruits people are enjoying .
",272.0660400390625,2684900.0,0
"That is to say , there are more and more doubts raised by the public about the surveillance technology .
",30.694381713867188,8806.9609375,0
"From the view of my point , I think the application should only be authorized by people in some specific fields like politics and public security .
",68.01929473876953,31989.6875,1
"Firstly , privacy will not be protected if everything is under monitoring .
",89.22551727294922,122383.09375,0
"We can not imagine our every move is under track and there may be someone who is staring at you from some place through the monitor .
",69.39747619628906,19717.224609375,0
"That sounds like we are naked in front of the public , there is no secret and even privacy for us .
",48.344635009765625,132756.171875,0
"Perhaps that the surveillance is installed for the sake of safety , but actually it conversely make us have a lack of safety .
",61.27998352050781,84945.0703125,0
"Therefore , the surveillance technology can not be casually used .
",105.50613403320312,161057.890625,0
"Secondly , it may be used by lawbreakers .
",75.52075958251953,22481.150390625,1
"There is no denying that every coin has two sides .
",35.727272033691406,4499.0908203125,1
"The technology also applies .
",295.4638977050781,163495.59375,0
"On one side , we can use it to ensure that something is under our control to reduce the rate of crimes .
",41.16934967041016,7346.12255859375,0
"On the other side , the technology can also be probably used by the lawbreader to commit crimes .
",73.49629974365234,80349368.0,0
"And once this happens , privacy does not exist any more and people 's life is under great threaten .
",73.37720489501953,133275.25,0
"Therefore , this technology carries great risk when we can only see the advantages that has been appeared .
",98.8027801513672,33926.84765625,0
"Thirdly , it is also a waste of time and money if we use it in our daily life .
",18.29255485534668,740.7835693359375,1
"Say , a person whose salary is 2000 dollars per month .
",46.097354888916016,7834.33544921875,0
"And he spends 1000 dollars to install the surveillance system in his house .
",54.49752807617188,111683.8515625,0
"Then if his house got stolen , the perhaps he can use the surveillance to get his money back .
",71.19940185546875,1195318.375,0
"However , if nothing happened inside his house , then the surveillance becomes useless , and he will also feel very uncomfortable because his every move is being supervised .
",54.20110702514648,107979.8359375,0
"Therefore , for ordinary people , there is no need for them to use this technology .
",18.876354217529297,33926.84765625,1
"Otherwise , it is just a waste of resources .
",28.808446884155277,2699.2548828125,1
"From the reasons above , we can see that the surveillance technology takes great danger with it so that we can not apply it to our daily life .
",42.96711730957031,142097.3125,0
"However , we can take the essence and reject its dross .
",80.96533203125,107979.8359375,0
"That is to say , we can use it in some specific and special areas such as public security and politics .
",36.21271133422852,4279.2626953125,1
"These fields are special because of the job category , and the need to be open to the public , so the disadvantages will not be shown .
",51.1646614074707,221714.3125,0
"Contrarily , it can help to supervise the public figures in politics and track the offenders in security .
",117.03433227539062,47035.2109375,0
"Therefore , the surveillance technology should not be used except for some specific jobs .
",55.7841682434082,161057.890625,0
"Surveillance technology such as Radio-Frequency Identification ( RFID ) to track the population is potentially is dangerous weapon by the governments against its own people .
",32.92169189453125,166697.375,0
"It should therefore not be used to track the population in order to protect people 's privacy and the idea of democracy .
",49.75658798217773,3873.638427734375,1
"Using surveillance technology such as Radio-Frequency Identification ( RFID ) to track the population can be seen as merely progression from older technologies such as the identification cards .
",28.63165664672852,258882.484375,0
"A possible benefit is better statistical analysis , which will provide the government with more information when drafting policies .
",46.1701774597168,11111.16015625,1
"However , in this very non-ideal world where corruption is abundance , wide usage of such surveillance technology and accurate tracking is potentially a dangerous , perverted and deadly weapon .
",93.37017059326172,171458.140625,0
"Illustrations that is both hypothetical and yet concrete are action spy movies , such as the Bourne identity .
",118.35660552978516,189953.078125,0
"In the movie , the spy agent accesses the public street cameras to track Jason 's Borne whereabouts .
",157.90455627441406,81056.546875,1
"This clearly illustrates how a corrupted government may breach its civilians ' privacy .
",260.3173522949219,74009.8984375,0
"In addition , corrupted officials may sell this tracking information to the mafia .
",191.056396484375,761566.5,0
"Misha ( 2008 ) explains in his book 'McMafia ' that the shadow market accounts for 20 % of the global economy .
",51.21334457397461,226453.859375,1
"Judging from the crazy yet realistic anecdotes about gangsters , human traffickers , and the yukuza from his book , it is not difficult to imagine the opportunistic nature of human taking opportunity on this marvelous tracking technology .
",105.52474975585938,375810.25,0
"The people who are on the run from the mafia will be at risk !
",36.89497756958008,353046.46875,1
"Surveillance technologies should also not be used to protect people 's liberty and freedom of opinion .
",40.23953628540039,82031.171875,0
"The idea of democracy and power of the people will be at risk if people are tracked .
",54.37830352783203,111680.125,1
"The ability to track every individual will empower dictators and their secret polices .
",152.7828826904297,162828.0625,0
"Already without these technologies , the secret police agencies are able to track their prey and unsuspecting rebels .
",131.65603637695312,164374.40625,1
"An example is the Nazis secret police of Hitler used to dispose ( their bodies literally ) and stamp out any of Hilter 's oppositions using fear ( and maybe guns , knives , poison ) .
",138.7958221435547,1152332.0,0
"As previously mentioned there are benefits to this surveillance and tracking technologies .
",105.3388900756836,79595.0390625,0
"Trends of the highly emotionally and easily manipulated humans can be tracked , analysis , archived and chronicled .
",147.47125244140625,59296.578125,0
