Sentence,max_min_diff,Perplexity,flesch_reading_ease,flesch_reading_grade
"Some good examples such as the Internet , computers and satellites are now quite common for humans ' normal life ; however , some problems also emerge , with a concern of the loss of the privacy of civilians .
",9.319105026312172,65.39037322998047,28.51,17.7
"In the modern society privacy is a hot topic in peoples ' mind .
",12.031561464071274,88.38407897949219,42.38,10.3
"Even if the safety is the most important thing to consider in normal life , many people still want to keep their privacy in spite of existing some potential danger .
",10.767315356992185,41.54172897338867,42.04,14.6
"The contradiction of the safety and the privacy can not be reconciled perfectly .
",10.820553098805249,88.83816528320312,41.36,10.7
"With the installing of the surveillances for every corner of Singapore , people 's life has a safe security , and criminals are deterred by these electrical instruments .
",14.588899306952953,101.59812927246094,28.17,15.8
"A report shows that the crime rate in Singapore is the lowest in the world .
",7.247539222240448,14.413908004760742,81.63,5.6
"This is because of two reasons , one is the strict law in Singapore , and the other is the dense surveillances everywhere .
",14.040218360722065,37.116294860839844,58.62,10.3
"During the year 2003 , surveillance strategies helped Singapore beat the SARS and successfully prevented the spreading of the epidemic situation .
",11.395759291946888,146.44493103027344,17.34,15.8
"At that time , Singapore government adopted the method to install surveillances in every patient 's home to look after their actions .
",12.707811020314693,98.40055847167969,50.16,11.5
"Much media has reported the effective measures of installing the surveillances in Singapore .
",10.947996139526367,127.49732208251953,41.36,10.7
"Without the using of the surveillance , the epidemic situation could not be controlled strictly , and the loss caused by SARS might be many times than that in 2003 in Singapore .
",10.01230400800705,58.09900665283203,49.49,13.8
"The benefits of the surveillance are obvious in the fighting of SARS , and this is a success example of the surveillance .
",8.61801066994667,61.88616180419922,41.7,12.7
"Every coin has its two sides .
",8.71361768245697,67.0247802734375,90.77,2.1
"In one way the surveillance help government guard civilians ' property and life , in the other way the surveillance makes people feel uncomfortable under the 24 hours ' monitoring .
",13.674997568130493,126.02305603027344,27.15,16.2
"In the novel 1984 , written by George Orwell , author imagines a world in which people are being watched by the big brother when they doing everything .
",13.685057313065045,41.21784591674805,53.55,12.3
"Every words people say can be heard by the government and because of that , government know well about everyone 's mind and want to wash everyone 's mind and control normal people totally .
",11.596604127436876,61.5019645690918,46.44,15.0
"It is a country without any freedom and democracy in the novel .
",9.673295617103577,62.11750030517578,59.3,8.0
"In the reality , people are afraid of being tracking everywhere , not because of meaning to crime , but the spirit of freedom and privacy is in everyone 's heart .
",13.870400801301003,64.0526351928711,34.6,15.4
"When a husband is talking a sweet sentence to his wife , none of the couple want it to be heard by the people behind the monitors .
",8.15094854682684,37.40983581542969,62.01,11.1
"Normal people 's privacy needs government seriously considered about .
",10.505019187927246,757.943603515625,3.12,15.1
"People needs a safe environment to live in , and also needs a private environment to stay independent .
",7.432292819023132,43.217960357666016,37.3,12.3
"The surveillance is a useful method to keep society 's safe , but also kills the privacy of people in some degree .
",8.984888315200806,70.12898254394531,50.16,11.5
"The best way to solve the contradiction is to educate people well and make them live an affluent life , and then the surveillance is no more needed .
",11.415746986865997,47.59995651245117,52.53,12.6
"At that time , even if there is no surveillance above people 's heads , there are surveillances in everyone 's heart and criminals are more difficult to hide .
",13.802589181810617,41.813045501708984,52.53,12.6
"Nowadays , humans live in a modern society .
",7.943750262260437,48.65549087524414,30.53,10.7
"Around people , there are full of high technology like CCTVs , automatically sorting system for goods and different information systems .
",10.169883504509926,138.89572143554688,9.89,16.6
"In order to bring more benefit and ensure people 's safety , surveillance technology has been utilized in many aspects of fields like in UPs and DHL , these express delivery companies use surveillance technology to track their goods .
",12.973755776882172,96.69297790527344,25.46,18.9
"It is convenient for customs to track and confirm where and how their goods are now .
",9.93160730600357,69.3135757446289,80.62,6.0
"However , besides tracking goods for people , people begin to use this technology to track people .
",11.124153345823288,113.8780746459961,30.87,12.7
"I do not agree this kind of behavior , because humans are different from goods , can not treat humans as goods .
",12.153805242851377,59.58672332763672,59.64,9.9
"There is no a doubt , tracking system has brought many benefits in this information age .
",11.744720339775085,131.13912963867188,56.25,9.1
"No matter where people go , taking bus or MRT , people are under the CCTVs , it is very important and useful to track and find people .
",9.66762325167656,59.81440734863281,54.56,11.9
"Actually , tracking system has provided people safety indemnification .
",13.420427322387695,680.684814453125,-55.09,22.9
"However , tracking people are difficult and different from goods .
",9.80541443824768,287.9249267578125,20.04,12.7
"For instance , a company has over two hundred employees scattered over different locations in Singapore , and is currently keeping tracking of working hours and overtime payments through the use of a punch card system-a system which can be open to abuses such as an employee punching the card for another .
",10.509509915020317,44.14982986450195,20.73,22.8
"Goods are dead , but humans are alive .
",8.220667779445648,53.60258865356445,81.29,3.7
"If one company really uses this technology to track their employees , employees will dislike and claim that their humans ' right and privacy have been violated .
",11.141086760908365,85.0479965209961,20.72,16.6
"In another a word , people will feel that the boss or the company treats them like goods , because modern people need more homage not money .
",13.401714414358139,128.2860870361328,54.56,11.9
"So , when employees begin to conflict with this tracking system , they will find some ways to escape the tracking system like asking friends to help them to punch the cards .
",10.934749037027359,61.71730041503906,57.95,12.6
"Finally , the company tracking system has no meaning at all , therefore tracking system is very terrible measure to control people .
",12.12831274420023,118.61847686767578,25.8,14.6
"In addition , tracking people system may be used by bad people in a wrong way .
",11.915580064058304,92.51844787597656,64.71,8.0
"How to explain this problem , it means that people are not sure who are in charge of these tracking system .
",9.598337769508362,46.47322082519531,68.1,8.7
"For example , people go somewhere , no matter taking bus , MRT or driving , they are under the CCTVs .
",12.083396434783936,86.45881652832031,37.3,12.3
"If some bad people want to track someone for their personal purposes , by hacker technology , they can use government tracking system to do their own business .
",10.563796684145927,72.61603546142578,36.63,14.6
"In other words , government originally hopes to use tracking system to ensure citizens safety , now it has been divulged human information .
",11.212011940777302,161.45680236816406,16.32,16.2
"It is very dangerous for society , because people do not know who are tracking them , it must bring citizens trepidation .
",12.387776617018972,61.78953170776367,34.26,13.5
"In conclusion , what I have mentioned above , we have to agree , tracking system has many benefits in different parts in humans life especially in this modern world .
",11.505295991897583,65.02608489990234,35.61,15.0
"But tracking people is very terrible choice , it sounds like people invented a 'prison ' to jail themselves , people need homage and freedom .
",16.1477609872818,321.86395263671875,49.15,11.9
"Also tracking people is very dangerous if it has been controlled by bad men in a not good purpose .
",10.604383945465088,106.75724029541016,69.11,8.3
"So Surveillance technology should not be used to track people .
",16.86367818713188,62.322513580322266,52.87,8.4
"Surveillance technology : A prospering technology
",14.78966110944748,74.11004638671875,-68.97,24.1
"Radio-frequency identification is a technology which uses a wireless non-contact system to scan and transfer the data from a tag attached to people or products with radio-frequency electromagnetic field .
",10.126408770680428,33.889835357666016,8.2,19.3
"After this , it can automatically get the identification and tracking .
",8.456472873687744,159.45291137695312,2.11,15.5
"Nowadays , this technology has been used in many kinds of fields , such as transportation and logistics , transportation payment , product tracking and inventory systems , some institutions and so on .
",9.97373031778261,38.319881439208984,17.68,17.8
"More interestingly , this technology is being used in human identification , even planting the chip into human body .
",11.647480845451355,90.52146911621094,11.92,15.8
"This fact becomes very controversial among people and the possibility of personal information releasing without knowing also brings the public 's concern .
",9.426016390323639,168.744384765625,15.31,16.6
"In some fields , Surveillance technology did have brought us tremendous benefit and advantage .
",13.26932668685913,353.40570068359375,32.9,11.9
"Logistics and transportation are major areas of utilization for RFID technology .
",9.283421516418457,47.02260208129883,18.01,13.5
"In the transportation , almost all of the people have transport cards for daily transport .
",10.661584466695786,73.9974365234375,57.27,8.8
"Since we do not to bring cash to pay for the transportation fee , enormous time has been saved for everybody .
",13.865677922964096,108.28609466552734,68.1,8.7
"For the society , there will be a more efficient transportation system .
",10.62391248345375,41.27659606933594,43.39,9.9
"For the logistics , if all the products are attached to the tags , it is much easier to count and record all the products .
",11.022988617420197,32.49961853027344,65.05,9.9
"This will make the logistic process more effective and also prevent the occurrence of product lost because of the tracking .
",9.258165074512362,57.681217193603516,51.18,11.1
"Since the inventory management is very important for some kind of companies , this technology is playing a very significant role .
",11.33944986294955,48.51426315307617,25.8,14.6
"The super markets are also using this technology to tag their product , which can record the conditions of all of the products in time and prevent of stealing .
",10.354813933372498,93.65238952636719,51.52,13.0
"When checking out , the price tag will be scanned to get the total payment very quickly .
",11.12734541296959,63.380035400390625,72.16,7.2
"This will save the customers time and also improve the profit of the market .
",7.548550605773926,35.246761322021484,74.19,6.4
"The libraries also use this technology to identify the membership of the people entering , which ensures the security and the member itself will also conserve their information made in this library .
",11.56276273727417,135.46469116210938,23.09,17.7
"Both the library and museum apply this technology to avoid some belongings being taken out illegally .
",14.54525139927864,189.8961944580078,29.86,13.1
"In some kindergartens , the RFID is used to tab the children to keep a record of their attendance and whereabouts .
",13.890045958571136,32.84026336669922,68.1,8.7
"On the condition that the kindergarten students are very young and they do not have a very sound self-conscious , this system can prevent them from lost .
",12.540273256599903,57.62590408325195,62.01,11.1
"All in all , the RFID system is used to catch the information of the object and track .
",10.657816916704178,56.55146026611328,71.14,7.6
"This function can be used in many aspects .
",8.831109046936035,37.057769775390625,80.28,4.1
"By RFID , the customer who is potential to buy a very expensive luxury will be less reluctant to consider what if it lost , because the RFID can help them get it back .
",12.248286158312112,62.05569076538086,47.46,14.6
"This will inversely improve the sale of the shop .
",8.114887714385986,97.08415985107422,79.26,4.4
"Although in many respects , this technology can be used in positive and evidently beneficial ways , in some area it is so controversial .
",13.195955514907837,73.67191314697266,23.77,15.4
"The most controversial part may be the human identification .
",9.316902160644531,97.06253814697266,28.5,11.5
"It probably can be divided into several types .
",8.295154124498367,52.05668640136719,29.52,11.1
"The first type is just say the ID card which is carried externally by the person .
",8.728143572807312,88.93069458007812,72.16,7.2
"By using this card , our identities can be confirmed and the information in a certain institution can be kept .
",9.958961702883244,78.28875732421875,43.73,11.9
"However , this will raise a privacy protection issue .
",10.811870872974396,89.57234191894531,21.06,12.3
"How can it be guaranteed that our information will not be abused ?
",8.222004137933254,19.024616241455078,67.76,6.8
"Maybe this part can be resolved by using another technology .
",7.113109350204468,60.50718688964844,44.41,9.6
"For example , the ID card can be implanted into a switch which can be controlled by the owner .
",10.050423741340637,35.46409606933594,61.67,9.1
"When not using it , just switch off the card , then it will be just a useless paper .
",6.895887196063995,46.58447265625,71.14,7.6
"Another human identification is Implanting RFID chips into human body .
",14.351755823940039,103.16313171386719,10.56,14.3
"For this part , not only the privacy problem is concerned , but the human health .
",9.795978128910065,83.0528335571289,57.27,8.8
"Does the implanting chip definitely safe and feasible ?
",10.469320058822632,267.0914611816406,29.52,11.1
"Will it affect the normal functionality of the other organs ?
",9.143343023955822,42.76728820800781,35.95,10.7
"All of these problems are waiting to be resolved .
",9.25867873430252,20.59086036682129,79.26,4.4
"In solution , surveillance technology has been used in a much broader area .
",12.613422274589539,91.35838317871094,42.38,10.3
"Some have been widely accepted by the public but some are not .
",6.622535228729248,30.401351928710938,76.22,5.6
"Actually , this technology is very useful and should be definitely go on be used .
",9.047597765922546,66.93899536132812,31.89,12.3
"What should be concerned is how it can be applied in the right area in a right way .
",8.717153668403625,33.59990692138672,87.05,5.6
"If there are some controversy , how it can be improved .
",9.305701285600662,51.661746978759766,61.33,7.2
"Only if it be made use in a wise and sensible approach and be adjusted and refined very profoundly , can it bring us the maximized benefit .
",10.320023238658905,119.04617309570312,45.09,13.4
"Surveillance technology should be used to track people .
",9.65068119764328,18.75350570678711,37.98,10.0
"The technology is necessary because it can provide evidence in crime investigation and social issues and decrease the illegal actions effectively .
",11.611924171447754,157.6885223388672,7.86,17.4
"Firstly , surveillance technology is useful in crime investigation and public issues .
",11.746387243270874,138.30282592773438,-7.38,17.0
"It can provide an objective view of what happened .
",7.821692407131195,41.341915130615234,62.34,6.8
"It records the history which nobody can deny .
",10.635992288589478,192.68125915527344,63.36,6.4
"In crime investigation , the truth of evidence is necessary , which can only be made by photos , videos or small tracks .
",10.692394688725471,105.19583892822266,42.72,12.3
"In supermarket monitor is needed because we have to track thieves .
",12.650702714920044,407.1790771484375,51.85,8.8
"In front of ATM we need monitor to avoid intentional crime .
",13.742774065583944,432.2417297363281,68.77,6.4
"We need CCTV in every public corner to track suspicious .
",10.941338419914246,164.02134704589844,61.33,7.2
"Only in this way can we get evidence of bad movement to protect others .
",9.01567268371582,81.12521362304688,65.73,7.6
"The objective truth in CCTV is helpful and efficient in crime investigation , better than asking witness again and again to identify who is the liar .
",12.639895237982273,102.09298706054688,46.1,13.0
"Secondly , surveillance technology can decrease the illegal actions effectively .
",11.103009402751923,275.0455322265625,-39.19,21.0
"Imagine there are no CCTV in public .
",8.135358452796936,145.0485382080078,81.29,3.7
"People will act as if there is no supervision .
",8.910493850708008,40.180519104003906,62.34,6.8
"No evidence is recorded .
",5.681807518005371,109.96733856201172,33.58,9.6
"Cheating can be very popular in examination and stealing will seldom incur punishment .
",12.671548426151276,190.49049377441406,24.44,13.1
"In a Chinese kindergarten , Children were always abused by a teacher but no one else knows that .
",9.749907433986664,93.07807922363281,71.14,7.6
"Children told their parents .
",8.779745697975159,67.57723236083984,50.5,7.2
"Some parents were too busy to take care of children while other parents did not believe what children said .
",8.03931119479239,39.858089447021484,69.11,8.3
"The headmaster did not know how the teacher really is and she did not fire her even when some children were afraid of entering the teacher 's class .
",11.145962664857507,53.53330612182617,59.98,11.8
"After so many children were abused , people came to know the truth .
",7.939985394477844,44.267574310302734,76.22,5.6
"Shadow was made on children 's heart and there is nothing we can do to make up for it .
",10.762875936925411,34.850669860839844,86.03,6.0
"Now people suggest that every classroom in every kindergarten should have a monitor , otherwise the teachers ' action can not be supervised .
",9.557248368859291,104.55073547363281,33.24,13.8
"If there had been a monitor in the classroom , maybe parents and headmaster could realize earlier how severe and how bad the truth was and children could get protection earlier .
",11.394092157483101,80.949462890625,41.03,15.0
"People may say that surveillance technology will be abused intentionally by authorized people .
",9.09798550605774,137.59158325195312,15.98,14.3
"It really happened in China .
",3.1870579719543457,85.85174560546875,32.56,10.0
"In a car accident related to an official 's relative , the record was modified with a new record .
",12.24689008295536,92.91909790039062,44.75,11.5
"The person in the record had been changed with another one before it was released to the public .
",8.30005669593811,38.48868942260742,70.13,8.0
"The modification was so obvious that people can easily recognize .
",10.520135641098022,79.95530700683594,10.56,14.3
"In China , things like that will happen because the legal system is not sound enough .
",7.0375001430511475,47.79957580566406,64.71,8.0
"Power is concentrated in a few people .
",7.798676013946533,34.22055435180664,38.99,9.6
"The problem of abuse of surveillance is only the problem of abuse of power .
",7.2543321549892426,33.57752227783203,65.73,7.6
"Avoiding corruption and separating power is more important than forbidding surveillance technology .
",12.132904052734375,83.8384017944336,-8.39,17.4
"In conclusion , surveillance technology is necessary in many public places in my opinion because we need it in crime investigation and social issues .
",9.970556676387787,65.12379455566406,22.75,15.8
"There is a truth that we can not deny which is that surveillance technology can provide a sense of safety because sometimes machine is more honest than people .
",12.133975167758763,51.87343215942383,51.52,13.0
"We have to admit that how to prevent the abuse and how to use it reasonably depend on a sound legal system , and it means surveillance has its own restriction .
",11.385037664324045,84.29618835449219,57.95,12.6
"Surveillance technology such as RFID ( radio-frequency identification ) has been made possible to track people by implanting certain markers on people or products .
",9.522092308441643,26.17877197265625,6.84,17.8
"This is more than convenient for the authority to take better control of the society down to every individual .
",8.97558343410492,59.06024169921875,35.27,13.1
"However , with respect of civil rights and privacy , surveillance technology such as RFID ( radio-frequency identification ) shall not be used to track people .
",11.582363402470946,32.54106140136719,6.84,17.8
"In the first place , every civilized person more or less dislikes the idea that he or she is being close watched every second .
",11.444239132339135,36.78763961791992,65.05,9.9
"By law , citizens have the rights to keep their privacy unknow to public , whereas the privacy would be exposed if such surveillance technology is applied widely .
",14.705769747495651,89.3154525756836,28.17,15.8
"Many pupils in China have been complaining about their phones , because with the phones at hands , their lives are all transparent to their parents .
",10.491366147994995,84.70100402832031,64.04,10.3
"Such technology would put people into the same circumstance as those pupils where the government plays the role of parents trying to find out whatever people are doing every second .
",13.505510026589036,90.22985076904297,41.03,15.0
"If pupils feel uncomfortable being watched by parents , citizens definitely are unhappy being watched by the big brother .
",13.672202706336975,124.48014831542969,27.83,13.9
"Close surveillance is not only a problem of bad feelings , but also a problem of the health of the society .
",12.670493051409721,31.578920364379883,51.18,11.1
"Some people may claim that it is good for security as when every one is under tracking , those poteintial criminals also are .
",11.278646051883698,167.43112182617188,49.15,11.9
"By logic it seems perfectly right .
",8.134171485900879,172.81500244140625,56.93,6.8
"However , whether a behavior is a crime is dependent on the authority .
",11.28619384765625,69.6424560546875,33.92,11.5
"When the authority treats liberty as a crime , the society becomes terrible .
",10.075045645236969,113.61306762695312,25.46,12.7
"It has been doubted that whether a society that is under close surveillance will be a good one to live in .
",10.345623662695289,32.880615234375,75.54,7.9
"Many science fictions have made good efforts in describing a future of human in which every body in society is put under close surveilliance of the governments .
",9.016833066940308,93.59684753417969,44.07,13.8
"Surprisingly , none of these are describing the future as a bright one .
",10.0373097024858,38.332557678222656,50.84,9.2
"In history , there were times when the government wants to secure its gorvernance so badly that its police sniffed around people like dogs , such as the Nazi Germany , the Soveit Union .
",14.67615319788456,130.6993408203125,48.47,14.2
"People nowadays would agree that it is terrible to live in those societies .
",11.257212221622467,65.84375,66.74,7.2
"Then why would they agree to put themselves into those societies ?
",10.546813368797302,77.19608306884766,68.77,6.4
"A worse thing is that one may not even be aware of that he or she is being tracked .
",10.997524827718735,23.589420318603516,94.49,4.8
"If such thing does happen , then the society would be moving on a dangerous direction without being noticed .
",7.49740344285965,78.93172454833984,44.75,11.5
"Imagine that one day , one is suddenly arrested from his normal life by the police and tolded that he is accused of posting anti-society statements on the Internet .
",12.511836551129818,28.64523696899414,34.6,15.4
"And all the evidences have been collected by hidden surveillance when he though he was expressing his opinion in the safe house !
",12.21774647058919,100.81816101074219,57.61,10.7
"In summery , surveillance technology shall not be used to track people in order to keep the society comfortable and safe to live in .
",13.00794468447566,63.29734420776367,48.13,12.3
"What should really be put into close surveillance is the government .
",10.776872873306274,129.06625366210938,51.85,8.8
"People must make sure that the government is not abusing its power in ways including tracking people .
",8.645330607891083,34.09461975097656,54.22,9.9
"There is one thing is common in the world described in many fiction - chips are implanted in human and records its location , history and even thoughts at that time .
",12.75261104106903,131.8053436279297,58.96,12.2
"The readers are just smiling when they flip the page because it never comes to their mind that one day it might come true .
",9.120700478553772,44.496490478515625,80.96,7.9
"However , the world is always beyond our imagination and never let us down .
",11.15916496515274,67.79570770263672,41.36,10.7
"Actually , this technology has already been weaved into our life .
",9.313692301511765,45.48903274536133,27.49,11.9
"We benefit from Surveillance technology for many years and in many ways .
",13.915692061185837,84.42097473144531,50.84,9.2
"Travelers survive in desert thanks to GPS guide them .
",11.27775320596993,300.3534240722656,79.26,4.4
"The police seize the criminal thanks to CCTV .
",10.764839738607407,229.0670623779297,71.82,5.2
"Having power can help people to achieve lots of things ; however , abusing will guide us to another direction .
",11.318024385720491,135.98287963867188,44.75,11.5
"Tracking people is one way of abuse technology and in fact , it happened every day .
",10.102191925048828,102.41156768798828,56.25,9.1
"Although we are not implanted chips we are exposed under CCTV .
",10.617436647415161,166.3651885986328,68.77,6.4
"It is a common questioned asked by lots of people that as the technology develops and we benefit from it , we are losing our privacy .
",14.812763148918748,38.49484634399414,46.1,13.0
"We can not deny that Surveillance technology is a great achievement that securing us and protect us from criminal but we also can not ignore the lease of our privacy and even limit our freedom .
",15.068478882312775,69.72908020019531,44.41,15.8
"My life now is exposed to lots of CCTV .
",11.111403152346611,88.71311950683594,96.18,2.1
"Every day when I opened my door and go to lady 's through the corridor , I was recorded by 3 CCTV .
",14.514002919197083,88.22533416748047,75.54,7.9
"I need to dress up neatly in case one day someone checks the CCTV will find a girl in weird clothing .
",9.40047013759613,134.50062561035156,84.0,6.8
"When I work , it seems I am holding my heart working since if I am doing something wrong or relax in working time .
",9.569609582424164,88.21498107910156,73.51,8.7
"Next minute , I may have a tea with my manager .
",7.786055207252502,89.16069793701172,78.25,4.8
"Such a nightmare owes to abuse of Surveillance technology .
",13.056586623191833,375.9905700683594,45.42,9.2
"Although we all understand the installing of CCTV is used for protect us from criminal , nowadays , it seems to be abused too much .
",16.214224189519882,83.65937805175781,56.59,11.1
"According to article Lawful Interception , in US , every telecommunication companies have contract with FBI , requiring them to keep the phone call record easily searchable and accessible for FBI .
",10.960868582129478,47.19086456298828,9.22,18.9
"Moreover , as showed in many Hollywood movies , Google mail is also accessible for FBI .
",11.489428400993347,212.4943389892578,48.81,9.9
"There are so many people in FBI , although it is under strict rule , and we can not think ideally there will not be any one abuse its power and access those resources for private purpose and lease them out .
",13.698016732931137,88.86692810058594,57.27,15.0
"Leasing of private information , even though it only happened one time , but one is too many for an individual .
",7.870672136545181,57.458587646484375,43.73,11.9
"Moreover , the money spend on telephone call record is $ 1.8 million per year .
",11.834741115570068,71.75830078125,66.74,7.2
""" The Big Brother is watching you "" ( Orwell , < 1984 > ) , the fictional world described in George Orwell 's novel now turns out to be true .
",13.755127208714839,56.97782516479492,39.67,13.4
"There is only one thing different .
",8.35158297419548,38.087799072265625,56.93,6.8
"Our life is not only exposed to big brother .
",9.241902738809586,101.08522033691406,79.26,4.4
"Instead , owing to CCTV , telephone and other RFID , we are becoming characters in a play watched by someone , but we seldom notice it , that is why it is horrible to our life .
",13.549550119787455,105.16363525390625,39.0,15.8
"As the fast growing of electrical technology , people have been trying to adopt more and more advanced technology into our life to make full use of it .
",10.425461325794458,45.452335357666016,44.07,13.8
"Many advantages have been shown in the areas like politics .
",8.896863430738449,126.35309600830078,61.33,7.2
"Because of the surveillance technology , more and more things are under track and more and more clues can be used .
",9.792681754741352,44.296817779541016,59.64,9.9
"However , disadvantages have also been gradually disappeared as with the fruits people are enjoying .
",14.42351832985878,272.0660400390625,14.97,14.7
"That is to say , there are more and more doubts raised by the public about the surveillance technology .
",8.987501598894596,30.694381713867188,70.13,8.0
"From the view of my point , I think the application should only be authorized by people in some specific fields like politics and public security .
",9.433743119239807,68.01929473876953,37.64,14.2
"Firstly , privacy will not be protected if everything is under monitoring .
",11.18153566122055,89.22551727294922,9.55,14.7
"We can not imagine our every move is under track and there may be someone who is staring at you from some place through the monitor .
",9.66082389652729,69.39747619628906,70.47,9.9
"That sounds like we are naked in front of the public , there is no secret and even privacy for us .
",11.784272326156497,48.344635009765625,76.56,7.6
"Perhaps that the surveillance is installed for the sake of safety , but actually it conversely make us have a lack of safety .
",11.346168894320726,61.27998352050781,49.15,11.9
"Therefore , the surveillance technology can not be casually used .
",11.1169872879982,105.50613403320312,11.58,13.9
"Secondly , it may be used by lawbreakers .
",9.56495213508606,75.52075958251953,38.99,9.6
"There is no denying that every coin has two sides .
",7.964054226875305,35.727272033691406,86.71,3.7
"The technology also applies .
",8.941530466079712,295.4638977050781,-8.73,15.5
"On one side , we can use it to ensure that something is under our control to reduce the rate of crimes .
",8.717946648597717,41.169349670410156,75.54,7.9
"On the other side , the technology can also be probably used by the lawbreader to commit crimes .
",17.343441486358643,73.49629974365234,45.76,11.1
"And once this happens , privacy does not exist any more and people 's life is under great threaten .
",11.680281512439251,73.37720489501953,61.67,9.1
"Therefore , this technology carries great risk when we can only see the advantages that has been appeared .
",9.50273323059082,98.80278015136719,54.22,9.9
"Thirdly , it is also a waste of time and money if we use it in our daily life .
",6.388923227787018,18.29255485534668,78.59,6.8
"Say , a person whose salary is 2000 dollars per month .
",8.800561130046844,46.097354888916016,78.25,4.8
"And he spends 1000 dollars to install the surveillance system in his house .
",10.968615114688873,54.497528076171875,66.74,7.2
"Then if his house got stolen , the perhaps he can use the surveillance to get his money back .
",13.914511054754257,71.19940185546875,78.59,6.8
"However , if nothing happened inside his house , then the surveillance becomes useless , and he will also feel very uncomfortable because his every move is being supervised .
",10.75125527381897,54.201107025146484,28.17,15.8
"Therefore , for ordinary people , there is no need for them to use this technology .
",10.321341440081596,18.876354217529297,48.81,9.9
"Otherwise , it is just a waste of resources .
",7.70701339840889,28.808446884155273,63.36,6.4
"From the reasons above , we can see that the surveillance technology takes great danger with it so that we can not apply it to our daily life .
",11.614518031477928,42.96711730957031,60.99,11.5
"However , we can take the essence and reject its dross .
",10.847743153572083,80.96533203125,69.79,6.0
"That is to say , we can use it in some specific and special areas such as public security and politics .
",8.336983125656843,36.212711334228516,51.18,11.1
"These fields are special because of the job category , and the need to be open to the public , so the disadvantages will not be shown .
",11.782494902610779,51.1646614074707,54.56,11.9
"Contrarily , it can help to supervise the public figures in politics and track the offenders in security .
",10.754226239398122,117.03433227539062,28.84,13.5
"Therefore , the surveillance technology should not be used except for some specific jobs .
",11.546114355325699,55.7841682434082,41.36,10.7
"Surveillance technology such as Radio-Frequency Identification ( RFID ) to track the population is potentially is dangerous weapon by the governments against its own people .
",12.019673382397741,32.92169189453125,5.83,18.2
"It should therefore not be used to track the population in order to protect people 's privacy and the idea of democracy .
",8.247841332107782,49.756587982177734,57.61,10.7
"Using surveillance technology such as Radio-Frequency Identification ( RFID ) to track the population can be seen as merely progression from older technologies such as the identification cards .
",12.460018632002175,28.631656646728516,2.79,19.3
"A possible benefit is better statistical analysis , which will provide the government with more information when drafting policies .
",9.096186071634293,46.1701774597168,10.91,16.2
"However , in this very non-ideal world where corruption is abundance , wide usage of such surveillance technology and accurate tracking is potentially a dangerous , perverted and deadly weapon .
",11.865196377038956,93.37017059326172,10.23,18.5
"Illustrations that is both hypothetical and yet concrete are action spy movies , such as the Bourne identity .
",12.153770379605703,118.35660552978516,37.3,12.3
"In the movie , the spy agent accesses the public street cameras to track Jason 's Borne whereabouts .
",11.281940331682563,157.90455627441406,62.68,8.7
"This clearly illustrates how a corrupted government may breach its civilians ' privacy .
",8.962798595428467,260.3173522949219,25.46,12.7
"In addition , corrupted officials may sell this tracking information to the mafia .
",13.098895370960236,191.056396484375,25.46,12.7
"Misha ( 2008 ) explains in his book 'McMafia ' that the shadow market accounts for 20 % of the global economy .
",12.255224034190178,51.21334457397461,44.75,11.5
"Judging from the crazy yet realistic anecdotes about gangsters , human traffickers , and the yukuza from his book , it is not difficult to imagine the opportunistic nature of human taking opportunity on this marvelous tracking technology .
",12.804587971419096,105.52474975585938,10.57,20.5
"The people who are on the run from the mafia will be at risk !
",12.142469584941864,36.89497756958008,99.57,2.9
"Surveillance technologies should also not be used to protect people 's liberty and freedom of opinion .
",11.116298377513885,40.23953628540039,38.32,11.9
"The idea of democracy and power of the people will be at risk if people are tracked .
",11.245511621236801,54.37830352783203,71.14,7.6
"The ability to track every individual will empower dictators and their secret polices .
",11.795251414179802,152.7828826904297,15.98,14.3
"Already without these technologies , the secret police agencies are able to track their prey and unsuspecting rebels .
",11.998954005539417,131.65603637695312,45.76,11.1
"An example is the Nazis secret police of Hitler used to dispose ( their bodies literally ) and stamp out any of Hilter 's oppositions using fear ( and maybe guns , knives , poison ) .
",13.822775155305862,138.7958221435547,32.57,16.2
"As previously mentioned there are benefits to this surveillance and tracking technologies .
",10.84972283244133,105.3388900756836,25.46,12.7
"Trends of the highly emotionally and easily manipulated humans can be tracked , analysis , archived and chronicled .
",10.964054247364402,147.47125244140625,12.94,15.4
"Trends of society and cultures can therefore be observed as a function of time .
",8.29302622936666,27.376853942871094,65.73,7.6
"These statistical analyses will give governments more accurate information when drafting policies .
",9.4497589468956,88.61790466308594,8.53,15.1
"An example of making an good informed decision is the story of the planning and constructing of a walking path , where the government has a lack of information and decides that the people needs a proper concrete walking path and builds one at a randomly location .
",11.624395698308945,59.15398025512695,24.79,21.2
"However , they could have built the walking path on a dirt path that has been walked out by the people themselves .
",10.482505798339844,66.19096374511719,75.54,7.9
"Knowing that this is the favorable route by the people , the government now has sufficient information to build a walking path that truly benefits the people .
",12.074321985244751,63.08819580078125,36.63,14.6
"Still the possible downfall of these surveillance technologies is too present in my paranoid mind and they clearly overweight the benefits , in my opinion .
",13.33289846777916,129.9989013671875,47.12,12.7
"It is therefore better to stick to the status quo .
",8.411146365106106,26.38044548034668,78.25,4.8
